ALIM_CODE;FOOD_LABEL;nrj_kj;nrj_kcal;eau_g;sel_g;sodium_mg;magnesium_mg;phosphore_mg;potassium_mg;calcium_mg;manganese_mg;fer_mg;cuivre_mg;zinc_mg;selenium_mcg;iode_mcg;proteines_g;glucides_g;sucres_g;fructose_g;galactose_g;glucose_g;lactose_g;maltose_g;saccharose_g;amidon_g;polyols_g;fibres_g;lipides_g;ags_g;agmi_g;agpi_g;ag_04_0_g;ag_06_0_g;ag_08_0_g;ag_10_0_g;ag_12_0_g;ag_14_0_g;ag_16_0_g;ag_18_0_g;ag_18_1_ole_g;ag_18_2_lino_g;ag_18_3_a_lino_g;ag_20_4_ara_g;ag_20_5_epa_g;ag_20_6_dha_g;retinol_mcg;beta_carotene_mcg;vitamine_d_mcg;vitamine_e_mg;vitamine_k1_mcg;vitamine_k2_mcg;vitamine_c_mg;vitamine_b1_mg;vitamine_b2_mg;vitamine_b3_mg;vitamine_b5_mg;vitamine_b6_mg;vitamine_b12_mcg;vitamine_b9_mcg;alcool_g;acides_organiques_g;cholesterol_mg
20508;Haricot flageolet, appertisé, égouttés;391;92.9;72;0.73;293;26.5;86;281;63.1;0.05;1.3;0.05;0.05;1.1;5;6.1;12.2;0.2;0.25;0;0.25;0.25;0.25;0.25;12;0;6.3;0.79;0.11;0.016;0.14;0;0;0;0;0;0.001;0.057;0.007;0.016;0.07;0.069;0.0014;0;0;0;25;0;0.37;3.4;0;0.5;0.07;0.16;0.79;0.025;0.05;0;23;0;0;0
20510;Lentille, cuisinée, appertisée, égouttée;361;85.7;73.5;0.59;230;15.8;82.7;178;21;0.4;1.67;0.12;0.55;2.8;3;6.28;11.8;0.42;0.13;0;0.13;0.1;0.13;0.26;10.2;0.25;4;0.64;0.11;0.15;0.26;0.005;0.005;0.005;0.00032;0.00097;0.0045;0.091;0.014;0.15;0.21;0.05;0.005;0.005;0.005;0;25;0;0.19;3.4;0;0;0.083;0.043;0.43;0.2;0.12;0;11;0;0;0
20511;Haricot blanc, appertisé, égoutté;366;87.1;70.1;0.69;270;51;91;454;73;0.52;2.99;0.23;1.12;10;3;6.57;10.9;0.52;0.066;0;0.066;0.066;0.066;0.26;10.2;0.22;7;0.4;0.11;0.026;0.13;0;0;0;0;0.00027;0;0.071;0.004;0.026;0.065;0.064;0.0013;0;0;0;0;0;0.79;2.9;0;0;0.096;0.037;0.11;0.19;0.075;0;65;0;0;0
20524;Haricot rouge, appertisé, égoutté;452;108;68.9;0.68;269;29;118;250;58;0.38;1.5;0.28;0.74;10;5;8.31;13;1;0.1;0;0.1;0.1;0.1;0.39;11.4;0.25;7;0.97;0.41;0.052;0.35;0;0;0;0;0;0.013;0.22;0.1;0.052;0.12;0.23;0;0;0;0;0;0;0.19;3.4;0;0.2;0.06;0.015;0.42;0.19;0.067;0;23;0;0;0
20532;Pois chiche, appertisé, égoutté;511;122;72.1;0.54;216;27.5;82.5;135;41.2;0.67;1.15;0.21;0.93;23.3;5;6.74;15;0.5;0.015;0;0.015;0.015;0.015;0.44;11.4;0.25;5.45;2.68;0.3;0.47;0.92;0;0;0;0;0;0.003;0.17;0.03;0.47;0.89;0.032;0;0;0;0;11.5;0;0.29;3.4;0;0.1;0.03;0.015;0.14;0.3;0.29;0;36.5;0;0;0
22000;Oeuf, cru;584;140;76.3;0.31;124;11;204;134;76.8;0.027;1.88;0.055;1.01;1.29;21;12.7;0.27;0.27;0.075;0;0.27;0;0.075;0.075;0;0;0;9.83;2.64;3.66;1.65;0.025;0.025;0.025;0.025;0.025;0.024;1.96;0.65;3.51;1.38;0.061;0.12;0;0.09;182;0;1.88;1.43;0.3;16.5;0;0.055;0.45;0.063;1.57;0.15;1.45;34;0;0;398
22001;Oeuf, blanc (blanc d'oeuf), cru;204;48.1;87.6;0.42;166;11;15;163;6;0.011;0.05;0.023;0.03;6;1.9;10.8;0.85;0.71;0.07;0.07;0.34;0.07;0.07;0.07;0;0;0;0.19;0;0.078;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9;0;0.004;0.44;0.093;0.2;0.0035;0.09;5.5;0;0;0
22002;Oeuf, jaune (jaune d'oeuf), cru;1270;307;55;0.048;19.1;1.5;141;43;50.2;0.05;0.7;0.05;1.1;83.5;175;15.5;1.09;0.56;0.07;0.07;0.18;0.07;0.07;0.07;0;0;0;26.7;8.47;11.9;4.07;0;0;0.009;0.009;0.009;0.091;6.04;1.73;10.4;3.28;0.15;0.37;0.01;0.25;336;88;2;3.89;0.7;32.1;0;0.17;0.38;0.08;2.87;0.29;3.03;159;0;0;939
22050;Oeuf de caille, cru;639;154;74.4;0.35;141;13;226;132;64;0.038;3.65;0.062;1.47;6;21;13.1;0.41;0.4;0.045;0.045;0.17;0.045;0.045;0.045;0;0;0;11.1;3.56;4.32;1.32;0;0;0;0;0;0.053;2.67;0.84;4.32;0.57;0.069;0.15;0;0;155;11;1.4;1.08;0.3;16.5;0;0.13;0.79;0.15;1.76;0.15;1.58;66;0;0;844
22060;Oeuf de cane, cru;753;181;70.8;0.37;146;17;220;222;64;0.038;3.85;0.062;1.41;6;21;13;1.31;0.93;0.07;0.07;0.27;0.07;0.07;0.07;0;0;0;13.8;3.68;6.53;1.22;0;0;0;0;0;0.054;3;0.63;6.09;0.56;0.1;0.32;0;0;192;14;1.7;1.34;0.4;16.5;0;0.16;0.4;0.2;1.86;0.25;5.4;80;0;0;884
22070;Oeuf d'oie, cru;750;180;70.4;0.35;138;16;208;210;60;0.038;3.64;0.062;1.33;6;21;13.8;1.4;0.94;0.07;0.07;0.27;0.07;0.07;0.07;0;0;0;13.3;3.6;5.75;1.67;0;0;0;0;0;0.05;2.85;0.7;5.35;0.68;0.55;0.28;0;0;185;13;1.7;1.29;0.4;16.5;0;0.15;0.38;0.19;1.76;0.24;5.1;76;0;0;852
22080;Oeuf de dinde, cru;691;166;72.5;0.38;151;13;170;142;99;0.038;4.1;0.062;1.58;6;21;13.7;1.13;1;0.07;0.07;0.27;0.07;0.07;0.07;0;0;0;11.9;3.63;4.57;1.66;0;0;0;0;0;0.036;2.72;0.88;4.57;0.61;0.074;0.16;0;0;166;84;1.75;1.11;0;16.5;0;0.11;0.47;0.024;1.89;0.13;1.69;71;0;0;933
25088;Riz cantonais;691;164;62.9;0.86;361;8.47;60.6;78;16.7;0.1;0.4;0.05;0.5;1.18;2;5.46;23.6;1.28;0.05;0.05;0.075;0.05;0.05;0.38;18.4;0;1.74;4.94;0.75;1.48;2.4;0.025;0.02;0.015;0.028;0.0033;0.013;0.41;0.21;1.11;1.33;0.042;0.0093;0.0033;0.0041;4;60;0.25;0.91;1.05;0;0.97;0.12;0.051;1.1;0.18;0.085;0.14;33;0;0;15.8
25998;Hareng fumé, filet, doux;676;162;67.7;3.78;1510;39;250;380;62;0.03;0.7;0.08;0.51;30;10;18.1;0;0;0.15;0;0.15;0;0.15;0.15;0;0;0.25;9.9;2.24;5.51;1.59;0.005;0.005;0.005;0.005;0.02;0.86;1.14;0.11;0.78;0.11;0.07;0.02;0.49;0.56;10.5;0;17.7;1.72;0.4;0;0.25;0.0075;0.2;4.53;1.22;0.28;13.4;10.8;0;0;54.9
26011;Hareng, cru;734;176;71.5;0.22;89.2;27;235;342;61.6;0.027;1.21;0.15;0.79;31.2;54.1;17.7;0;0;0;0;0;0;0;0;0;0;0;11.7;2.82;5.59;2.43;0;0;0;0.0048;0.011;0.93;1.69;0.18;1.23;0.24;0.15;0.083;0.65;1.1;38.1;0;10.7;1.21;0.45;0.21;0.75;0.035;0.24;3.95;0.84;0.38;11.5;9.4;0;0;55.6
26013;Hareng fumé, au naturel;721;173;68.3;3.98;1590;34.8;155;226;62.4;0.05;1;0.05;0.6;28;40;16.5;0.5;0;0;0;0;0;0;0;0;0;0;11.7;2.76;1.6;5.13;0.002;0.002;0.002;0.002;0.014;0.73;1.34;0.13;1.05;0.15;0.12;0.039;2.98;1.11;12;0;22;1.35;0;0;0;0.02;0.23;3.45;0.55;0.37;11.8;10;0;0;49.9
26035;Sardine, sauce tomate, appertisée, égouttée;804;193;64.9;0.7;280;32.5;352;376;378;0.24;2.6;0.24;1.8;37.7;45.1;20.2;1.38;0.7;0.47;0;0.23;0;0.1;0.13;0;0;1.05;11.6;3.04;3.65;4.24;0.0033;0.0033;0.0033;0.0052;0.011;0.63;2.01;0.38;2.05;1.19;0.16;0.083;1.31;1.25;4;0;12.5;2.3;0;0;0;0.02;0.17;7.38;0.7;0.15;9.88;16;0;0;80.8
26036;Saumon, cru, élevage;807;194;66.5;0.16;45.4;27.4;181;358;5.84;0.05;0.48;0.05;0.36;16.5;8.21;20.5;0;0;0.044;0.025;0.044;0.0083;0.044;0.044;0;0;0.13;12.4;2.15;4.9;4.17;0;0;0;0;0.008;0.4;1.25;0.31;2.56;1.15;0.32;0.018;0.62;0.88;4.27;0.004;3.69;1.89;0.3;0.5;1.8;0.21;0.076;8.25;0.95;0.58;3.95;20.8;0;0;53.6
26037;Saumon fumé;743;178;63.1;3.51;1410;38.3;214;551;5.97;0.0098;0.16;0.035;0.24;5;40;22;0.91;0;0.075;0;0.075;0;0.075;0.075;0;0;0.13;9.49;2.06;4;3.09;0.0028;0.0028;0.0028;0.0028;0.015;0.28;1.54;0.22;1.76;0.73;0.25;0.032;0.63;0.79;15;4;5.45;2.85;0;0;0;0.23;0.1;10;0.71;1;3.35;26;0;0;72.1
26039;Thon, au naturel, appertisé, égoutté;471;111;72.7;0.74;251;24;155;207;6.26;0.0037;0.76;0.031;0.45;305;16;26.8;0;0;0;0;0;0;0;0;0;0;0;0.4;0.086;0.078;0.12;0.005;0.005;0.005;0.005;0.00016;0.011;0.071;0.0034;0.078;0.0042;0.0017;0.001;0.02;0.088;6.5;0;5.08;1.2;0;0;0;0.03;0.053;13.6;0.094;0.44;2.53;16.3;0;0;50
26043;Cabillaud, cru;329;77.6;79.8;0.23;65.2;25.6;163;357;4.43;0.05;0.49;0.05;0.39;136;101;18.1;0;0;0.05;0;0.05;0;0.05;0.05;0;0;0.1;0.57;0.1;0.068;0.22;0;0;0;0;0;0.0024;0.072;0.019;0.03;0.003;0.001;0.004;0.05;0.13;1;0;1.41;0.51;0.1;0.78;1;0.02;0.049;2.18;0.14;0.16;1.32;21.2;0;0;43.9
26053;Thon, cru;607;144;66.6;0.12;49;34.9;229;429;17.7;0.023;1.77;0.13;0.55;97.1;26.9;24;0;0;0;0;0;0;0;0;0;0;0;5.38;1.19;1.16;1.61;0;0;0;0;0;0.1;0.75;0.34;1.16;0;0.004;0;0.34;1.08;265;0;7.8;1.2;0;0.78;1.37;0.13;0.12;11;0.66;0.54;3.79;13.6;0;0;34
26065;Sardine, crue;683;163;64;0.22;101;36;286;584;57.5;0.33;1.67;0.41;1.5;52.8;26.8;19.5;0;0;0;0;0;0;0;0;0;0;0;9.48;2.4;1.2;3.25;0;0;0;0;0;0.32;1.74;0.35;0.019;0.1;0.47;0.01;1.09;1.58;28;0;14;0.28;0;0.78;2.5;0.038;0.23;7.56;0.81;0.47;8.6;3.18;0;0;78.9
26069;Thon rouge, cru;649;155;68.1;0.098;39;50;254;252;8;0.015;1.02;0.086;0.6;73.4;26.8;23.3;0;0;0;0;0;0;0;0;0;0;0;6.81;1.26;1.6;1.43;0;0;0;0;0;0.14;0.81;0.31;0.91;0.065;0.026;0.048;0.28;0.89;655;0;5.7;1;0;0.78;0;0.24;0.25;8.65;1.05;0.46;9.43;2;0;0;38
26076;Thon germon ou thon blanc, cru;514;121;69.5;0.29;77.7;37.6;242;355;3.5;0.05;0.95;0.05;0.38;188;14;27.2;0;0;0;0;0;0;0;0;0;0;0;1.37;0.26;0.22;0.27;0;0;0;0;0.0007;0.017;0.14;0.059;0.11;0.0046;0.0035;0.062;0.04;0.16;3.02;0;2.23;0.44;0;0.78;0;0.062;0.047;19.4;0.14;0.95;2.78;15.3;0;0;35.2
26087;Maquereau, fumé;1220;294;55.7;0.96;384;29;267;312;20;0.02;1.1;0.09;0.1;31.9;46.5;18.8;0;0;0;0;0;0;0;0;0;0;0;24.3;5.35;9.59;6.83;0.0052;0.0052;0.0052;0.0052;0.029;1.31;2.34;0.45;1.89;0.36;0.83;0.081;1.48;3.35;53.5;0;5.2;1.6;0;0;0;0.14;0.35;10;0.52;0.5;9.91;8;0;0;80
26119;Saumon, appertisé, égoutté;751;180;68.5;1.22;488;42;440;300;270;0.048;0.45;0.038;0.7;42;30;20.5;1.5;0;0;0;0;0;0;0;0;0;0;10.2;1.68;3.27;2;1.8E-17;1.6E-17;1.5E-17;1.8E-17;0;0.29;1.15;0.24;1.75;0.11;0.061;0.039;0.63;0.85;90;0;13;1.5;0;0;0;0.04;0.18;7;0.55;0.45;3.1;12;0;0;90
26123;Maquereau, au naturel, appertisé, égoutté;787;189;65.7;1.21;485;30.5;261;225;128;0.04;1.57;0.13;1.31;31.9;21.9;21.6;0;0;0;0;0;0;0;0;0;0;0;11.4;2.73;4.37;3.11;0;0;0;0;0.007;0.73;1.65;0.35;1.73;0.26;0.23;0.042;0.69;1.52;76.2;0;5.01;0.97;0.1;0;0;0.05;0.19;6.39;0.58;0.23;7.32;7.5;0;0;79.5
26186;Maquereau, mariné;768;185;66.6;2.29;915;13.6;92.9;90.8;14.6;0.05;0.6;0.09;0.25;16;17.5;16.3;0;0;0;0;0;0;0;0;0;0;0;13.3;2.31;4.31;4.22;0.0051;0.0051;0.0033;0.0039;0.007;0.2;1.43;0.39;3.07;1.52;0.49;0.043;0.74;1.02;34.5;0;7.3;4.33;0.25;0;0.25;0.037;0.13;3.18;0.22;0.25;2.7;12.4;0;0;85.1
26213;Hoki, tout lieu de pêche, cru;389;92.3;78.7;0.18;70.8;28.2;167;345;6.46;0.05;0.23;0.05;0.26;27.8;13.5;17.8;0;0;0;0;0;0;0;0;0;0;0;2.36;0.53;0.95;0.45;0;0;0;0;0.002;0.079;0.36;0.069;0.4;0.026;0.009;0.017;0.073;0.17;18.7;0;2.49;0.47;0;0.78;0;0.046;0.045;1.67;0.52;0.12;1.11;9.5;0;0;33.6
27017;Pangasius ou Poisson-chat, cru;276;65.2;83.8;0.68;274;17.6;107;200;36.7;0.05;0.21;0.05;0.24;9.6;7.95;13.5;0;0;0;0;0;0;0;0;0;0;0;1.27;0.47;0.44;0.17;0;0;0;0;0.0048;0.039;0.31;0.097;0.39;0.093;0.0048;0.009;0.0024;0.017;1;0;0.25;0.16;2.1;0.78;0;0.02;0.022;1.35;1.96;0.1;0.3;10;0;0;29.8
27021;Truite saumonée, crue;600;143;74.2;0.2;92.8;30.5;210;346;46.7;0;0.52;0.043;0.61;14.8;8.89;19.2;0;0;0;0;0;0;0;0;0;0;0;7.4;1.2;2.08;2.03;0;0;0;0;0.0032;0.13;0.85;0.21;0.99;0.071;0.028;0.052;0.43;0.86;20;0;18.7;0.64;0;0.78;0;0.16;0.09;3.47;0.4;0.25;4.7;22;0;0;48
28540;Pied de porc demi-sel;569;137;75;2.37;946;11;87;13;32;0.022;0.31;0.037;0.2;10;12;11.6;0.01;0;0;0;0;0;0;0;0.01;0;0;10;2.95;5.68;0.78;0;0;0;0;0;0.12;2.08;0.7;5.16;0.64;0.028;0.026;0;0;11;0;0.4;0.21;0;9;0;0.006;0.015;0.22;0.26;0.007;0.21;1;0;0;83
28860;Viande des Grisons;881;209;49.5;3.83;1530;46.6;278;660;30.8;0.05;1.8;0.15;5.9;9;53.8;38.9;1;1;0.1;0;0.19;0;0.075;0.1;2.8E-17;0;0;5.47;2.52;1.25;0.098;0.0027;0.0027;0.0026;0.0051;0.0052;0.14;1.47;0.72;1.25;0.087;0.011;0;0;0;3;0;0.25;0.005;0;9;0.25;0.062;0.26;11.8;1.33;0.7;2.39;33.9;0;0;91.9
30152;Merguez, pur boeuf, crue;1810;440;39.8;2.09;859;18.2;152;257;18.3;0.05;1.02;0.081;1.95;7;9.5;11;1;0.9;0.1;0;0.34;0.1;0.1;0.1;0;0;0;43.5;16.1;19.1;5.44;0.022;0.022;0.022;0.041;0.055;0.6;9.95;5.39;17.8;4.82;0.38;0.12;0.011;0.011;10.5;7.5;0.25;0.37;0;0;1.25;0.33;0.19;4.08;0.56;0.21;0.63;9;0;0;76.3
30315;Chorizo;1790;433;34;4.24;1690;13.8;149;209;20.2;0.05;1.1;0.08;1.5;10;7;23.5;3.05;2.01;0.1;0;0.19;0;0.075;0.1;0.19;0;0.93;36.1;14.3;16.3;3.93;0.018;0.018;0.017;0.035;0.037;0.51;8.51;4.25;15.3;5.3;0.29;0.14;0;0;7;663;0.36;0.41;0;9;0.7;0.24;0.16;3;0.5;0.21;0.68;10;0;0;77.2
31014;Pâte de fruits;1420;336;15;0.078;31;18;44;170;25;0.34;0.58;0.1;0.38;10;10;1.69;76.6;69.2;9.53;0.05;11;0.05;7.65;41;0.4;1.4;3.9;1.8;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0;2.5;0.13;3.72;1.84;0;5.13;0.15;0.3;3.69;0.15;0.34;0;12;0;0.49;0
31036;Dragée amande;1970;468;2.5;0.17;67;48;165;244;91;0.35;3.3;0.37;0.93;10;5.25;5;73.9;71.9;1.78;0.05;5.58;0.05;8.79;40.5;0;1.4;0;17.2;1.39;11.9;3.28;0.0022;0.0037;0.0037;0.0037;0.0037;0.0037;1.03;0.27;0.74;0.29;0.025;0.0035;0;0.0022;0;0;0;7.77;0.2;0;0;0.1;0.14;0.7;0.008;0.05;0;16;0;0;0
31039;Marmelade d'orange;1050;246;38.1;0.015;6;4.2;3.8;49;33;0.02;0.08;0.03;0.025;10;10;0.25;59.3;56.9;16.5;0.05;18.7;0.05;1.58;20.1;2.38;0;1.5;0.4;0.14;0.13;0.03;0.005;0.005;0.005;0.005;0.005;0.01;0.09;0.04;0.13;0.03;0.005;0.005;0.005;0.005;0;2.5;0.13;0.47;0.4;0;8.92;0.0075;0.005;0.05;0.051;0.02;0;6.27;0;0.58;0
31086;Gelée de fruits divers (extra ou classique);1070;252;39.9;0.019;7.5;5.7;10;100;9.9;0.2;0.17;0.03;0.025;10;10;0.35;61.6;61.6;19;0.05;19.4;0.075;0.15;16.9;0;0;1.28;0.17;0.017;0.053;0;0.0019;0;0;0;0.000023;0.000023;0.0085;0;0.051;0;0;0;0;0;0;2.5;0.13;0.47;0.4;0;8.92;0.0075;0.005;0.05;0.077;0.019;0;6.27;0;0;0
31101;"Barre céréalière ""équilibre"" aux fruits, enrichie en vitamines et minéraux";1600;379;8.45;0.75;297;20;85;140;511;0.9;8.05;0.35;0.85;15;20;6.13;72.8;30.2;2.07;0.049;5.61;0.43;5.72;16.3;40.6;1.98;4.13;6.53;3.5;0.53;0.73;0.0055;0.011;0.039;0.045;0.41;0.21;1.5;0.67;0.53;0.67;0.043;0.0026;0.0021;0.0026;0;8.59;0;2.8;9.29;0;50;1.07;1.25;14.4;5.1;1.45;1.47;169;0;0;0
31113;Barre céréalière aux fruits;1590;377;8.68;0.63;249;91;241;392;84;1.2;2.18;0.38;1.6;10;20;5.49;73.5;29.6;4.38;0.05;11.6;0.16;8.81;2.91;37.1;6.45;3.8;7.07;3.44;2.23;1.09;0.0039;0.023;0.25;0.2;0.75;0.31;1.59;0.3;2.23;0.96;0.13;0.0026;0.0026;0.0036;0;8.59;0;2.5;9.29;0;0;0.19;0.19;2.61;0.43;0.12;0.24;30;0;0;0
32005;Pétales de maïs natures, enrichis en vitamines et minéraux;1600;377;2.98;1.64;660;21.7;54;131;124;0.14;7.21;0.031;0.36;5;0.9;7.4;83.2;9.53;1.17;0;1.99;0.1;0.1;6.37;73.7;0;3.48;0.87;0.28;0.16;0.33;0;0;0;0;0.013;0.0095;0.085;0.021;0.16;0.32;0.01;0;0;0;0;0;4.2;0.14;0.3;0;0;1.06;1.33;15;5.51;1.42;1.95;182;0;0;0
32006;Riz soufflé nature, enrichi en vitamines et minéraux;1660;390;1.47;1.15;450;25.3;150;170;9.5;0.7;8;0.05;7;7.33;2;6.66;87;8;0.4;0;0.5;0.1;0.1;5.7;77;0;1;1.5;0.3;0.56;0.56;0;0;0;0;0.022;0.0095;0.19;0.028;0.36;0.46;0.013;0;0;0;0;0;0.25;0.16;0;0;0;1.2;1.3;14.9;0.64;1.7;0.83;166;0;0;0
32014;Pétales de maïs natures (non enrichis en vitamines et minéraux);1610;380;2.5;2.15;857;104;387;325;50;2.68;3.8;0.35;2.6;1.68;0;8.14;82.8;5.43;0.3;0;0.38;0.076;0.076;4.59;65;0;3.36;1.05;0.3;0.35;0.33;0;0;0;0;0.016;0.0066;0.14;0.019;0.25;0.32;0.0089;0;0;0;0;0;0;1.5;0;0;0;0.43;0.05;0.86;1.2;0.35;0;56;0;0;0
32107;Pétales de maïs glacés au sucre (non enrichis en vitamines et minéraux);1610;379;3.96;1.14;450;21;73;110;86;0.18;7;0.06;0.48;10;10;4.4;88;29.6;1.89;0.05;2.01;0.05;2.17;23.4;52.7;0;1.9;0.6;0.1;0.2;0.2;0.0012;0.0012;0.0012;0.0012;0.0012;0.0012;0.077;0.015;0.2;0.19;0.0056;0.0011;0.0011;0.0011;0;59.1;0.13;0.45;0.4;0;0.25;0.9;1.2;13.3;5;1.2;0;166;0;0;0
32108;Muesli croustillant aux fruits et/ou fruits secs, graines (non enrichi en vitamines et minéraux);1830;436;4.3;0.34;136;102;277;390;340;2.2;6.07;0.32;1.8;10;44;8.88;59.7;21.7;4.4;0;4.49;0.1;1.5;11.3;31.2;3.7;8.68;16.7;6.61;7.17;2.47;0.005;0.025;0.37;0.22;1.73;0.7;3.07;0.49;6.98;2.41;0.06;0.005;0.005;0.005;10.5;10.5;0.13;2.33;5.32;0;66.7;0.7;1.17;13.3;5;1.17;2.08;167;0;0;0.9
32110;Muesli floconneux aux fruits ou fruits secs, enrichi en vitamines et minéraux;1520;361;9.8;0.49;196;90;310;520;59;2.2;5.5;0.32;1.7;10;20;9.19;65.4;23.8;4.98;0.05;4.4;3.66;0.42;10.3;41.6;0;8.6;5;0.75;2.4;1.58;0.005;0.005;0.005;0.005;0.005;0.005;0.65;0.09;2.31;1.53;0.05;0.005;0.005;0.005;0;2.5;0.13;0.8;2.89;0;0.25;0.71;0.81;10.5;0.84;1.01;1.58;183;0;0.25;0
32111;Muesli croustillant aux fruits ou fruits secs, enrichi en vitamines et minéraux;1930;460;3.05;1;390;71.8;206;382;57.3;2.1;5.77;0.39;1.6;10.5;0;5.67;68.4;30;2.83;0;2.92;0.1;0.55;18.5;37.3;0;3.83;17.3;8.33;5.83;2.41;0.001;0.049;0.54;0.39;1.93;0.79;4;0.63;5.83;2.36;0.044;0;0;0.0094;1;0;0.25;2.15;5.32;0;17.3;0.8;0.93;10.5;6.75;1.13;0.89;204;0;0;2.93
32113;Muesli floconneux aux fruits ou fruits secs, sans sucres ajoutés;1680;400;9.21;0.25;100;74.5;315;460;143;1.61;3.2;0.39;1.86;7.45;2;10.7;61.6;18.6;6.9;0.05;6;0.1;0.1;2.8;43;0;5.7;11;1;5.2;4.32;0.025;0.0035;0.039;0.033;0.27;0.11;0.46;0.079;4.8;2.8;0.063;0.0095;0.0095;0.0095;0;4;0.25;4.6;0;0;0.25;0.67;0.28;2.1;0.6;1.08;0.04;96.7;0;0;0
32121;Pétales de maïs glacés au sucre, enrichis en vitamines et minéraux;1590;374;3.6;1.27;500;10;30;70;371;0.18;7.18;0.06;0.3;4.4;5;5.77;84.7;30;0;0;0;0;0;30;50;0;3.02;0.63;0.18;0.097;0.17;0.0014;0.0014;0.0014;0.0014;0.0014;0.0014;0.089;0.018;0.097;0.16;0.0047;0.00096;0.00096;0.00096;5.25;59.1;4.2;12;0.4;0;0.25;0.95;1.23;13.7;5.11;1.26;1.91;169;0;0;0
32136;Muesli croustillant, au quinoa;1790;425;3.35;0.057;22.9;102;277;390;340;2.2;6.07;0.32;1.8;10;44;9.92;71.2;25.9;2.4;0;4.2;0.1;2.7;1.9;34.3;1.85;3.4;10.7;4.09;3.65;1.65;0.0032;0.027;0.29;0.2;1.47;0.56;0.96;0.56;3.61;1.57;0.068;0.0032;0.0032;0.0045;0;10.5;0.13;2.33;5.32;0;66.7;0.7;1.17;13.3;5;1.17;0;167;0;0;0
32138;Muesli floconneux aux fruits ou fruits secs (non enrichi en vitamines et minéraux);1560;369;8.8;0.1;40;74.5;240;460;143;1.61;3.2;0.39;1.86;7.45;2;9.5;61.7;20.6;7.9;0.05;8.15;0.05;0.56;3.98;41.1;0;11;6.9;2.12;2.92;1.48;0.005;0.005;0.12;0.07;0.54;0.23;0.96;0.18;2.84;1.4;0.08;0.005;0.005;0.005;0;4;0.25;4.6;0;0;0.25;0.67;0.28;2.1;0.6;1.08;0;96.7;0;0.2;0
36027;Poulet, croquette panée ou nuggets;1050;250;48.6;1.37;547;25;190;270;25;0.23;1;0.07;0.67;10;60;15.6;19.4;1.3;0.1;0.1;0.7;0.1;0.6;0.1;16.6;0.25;2.4;11.6;2.68;8.05;0.25;0.005;0.005;0.04;0.005;0.02;0.05;1.82;0.64;7.44;0.02;0.21;0.01;0.005;0.005;26.5;16.4;0.13;2.41;0.99;0;0.25;0.083;0.025;7.15;0.77;0.098;0.23;10.9;0;0.41;1
36036;Poulet, escalope panée;1410;339;41.8;1.26;504;26;160;230;22;0.33;1.6;0.05;0.8;25;10;7.25;21.7;1.9;0.1;0;0.9;0.1;1;0.2;14.7;0;3.4;24;5.28;12.3;5.04;0.0057;0.0057;0.023;0.023;0.0057;0.068;3.97;1.04;10.9;4.79;0.2;0.023;0.0057;0.0057;40.2;0;0.25;4.55;0.4;0;0.5;0.11;0.02;3.71;0.71;0.14;0.45;9.85;0;0;49.3
36307;Dinde, cuisse, viande sans peau, crue;461;109;76;0.31;124;25;176;226;11;0.014;1.04;0.092;2.59;28;5;21.3;0.4;0.1;0;0;0;0;0;0.1;0.05;0;0;2.5;0.68;0.76;0.61;0;0;0;0.002;0.01;0.024;0.44;0.19;0.76;0.44;0.033;0.017;0.001;0.002;13;0;0.3;0.12;0;0;0;0.062;0.26;5.7;0.94;0.44;2.05;7;0;0;79
36318;Dinde, escalope viennoise ou milanaise ou escalope panée;882;211;59.2;1.03;356;25;200;259;14;0.02;1.2;0.07;1.86;10;5;14.1;13.5;1.07;0;0;0;0;0;0;0;0;1.3;10.9;1.53;4.25;2.29;0;0;0;0.0017;0.0095;0.034;1.13;0.36;3.6;1.92;0.14;0.075;0.0053;0.0087;14.5;0;0.23;0.35;0.99;0;0.5;0.07;0.17;7.53;0.95;0.43;0.42;6.5;0;0;101
39212;Riz au lait, rayon frais;533;126;71.5;0.13;51.3;10.9;75;96;61.6;0.05;0.2;0.05;0.4;2.5;8.83;3.34;21.4;13;0.94;0.044;0.64;3.05;0.68;6.86;8.39;0;0.28;3.01;1.97;0.79;0.1;0.079;0.055;0.035;0.08;0.097;0.33;0.95;0.31;0.68;0.074;0.014;0.0025;0.0025;0.0025;26.5;11;0.25;0.095;0.4;0;0.25;0.02;0.14;0.21;0.32;0.043;0.04;22;0;0;9
39228;Mousse aux fruits, rayon frais;227;53.6;85.4;0.09;36;9.1;98;130;140;0.05;0.08;0.01;0.33;10;10;6.25;5.51;4.31;1.04;0.17;0.25;2.32;0.05;0.53;0.4;0;1.2;0.15;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;10.5;11.3;1.16;0.095;0.4;0;0.25;0.0075;0.14;0.05;0.37;0.02;0.4;7.39;0;0.92;5.48